"order_id","region","destination_city","category","payment_method","sales_amount","quantity","return_status","customer_type","order_date","discount_pct"
ORD-102032,Midwest,St. Louis,Home,Debit Card,66.57000,1,Not Returned,Returning,2025-10-03,0
ORD-102033,Midwest,Indianapolis,Fashion,Paypal,158.70000,5,Not Returned,Returning,2025-11-10,0
ORD-102034,South,Nashville,Sports,Paypal,307.22000,2,Not Returned,Returning,2025-06-22,0
ORD-102035,West,,Home,Debit Card,42.12000,1,Not Returned,Loyal,2025-12-18,15
ORD-102036,Northeast,New York,Electronics,Paypal,202.05000,1,Not Returned,Returning,2024-11-29,20
ORD-102037,South,Dallas,Beauty,Credit Card,39.42000,1,,Returning,2025-02-24,10
ORD-102038,South,Miami,Office Supplies,Credit Card,67.68000,2,Not Returned,Returning,2025-12-24,30
ORD-102039,South,Dallas,Pet Supplies,Paypal,144.96000,3,Not Returned,Returning,2024-11-24,10
ORD-102040,Northeast,New York,Fashion,Debit Card,99.18000,1,Not Returned,New,2024-10-11,5
ORD-102041,West,San Diego,Sports,Credit Card,134.55000,1,Not Returned,Returning,2025-09-16,0
ORD-102042,West,San Diego,Fashion,Paypal,49.50000,1,Not Returned,Returning,2025-07-19,5
ORD-102043,Northeast,Newark,Sports,Gift Card,77.68000,1,Not Returned,Loyal,2024-05-19,10
ORD-102044,Northeast,Newark,Toys,Paypal,226.23000,4,Not Returned,Returning,2025-05-05,10
ORD-102045,South,Nashville,Office Supplies,Buy Now Pay Later,63.50000,2,Not Returned,Loyal,2024-08-08,10
ORD-102046,West,Seattle,Office Supplies,Apple Pay,2499.99000,2,Returned,Returning,2025-12-04,15
ORD-102047,West,Los Angeles,Toys,Paypal,54.93000,1,Returned,Returning,2024-07-26,5
ORD-102048,Midwest,Detroit,Home,Apple Pay,289.18000,2,Not Returned,Loyal,2025-05-04,0
ORD-102049,South,Atlanta,Electronics,Buy Now Pay Later,144.41000,1,Not Returned,Returning,2024-09-28,0
ORD-102050,West,Seattle,Electronics,Gift Card,415.12000,5,Returned,New,2024-11-02,10
ORD-102051,South,Charlotte,Office Supplies,Paypal,74.02000,3,Not Returned,Returning,2024-06-07,0
ORD-102052,West,San Francisco,Sports,Debit Card,74.87000,1,Not Returned,Returning,2024-08-27,5
ORD-102053,Midwest,Indianapolis,Sports,Credit Card,167.06000,2,Not Returned,Returning,2025-09-28,10
ORD-102054,South,Nashville,Toys,Debit Card,26.83000,1,Not Returned,Returning,2025-08-11,0
ORD-102055,Midwest,Detroit,Pet Supplies,Debit Card,69.85000,2,Not Returned,Returning,2024-06-26,0
ORD-102056,South,Miami,Fashion,Buy Now Pay Later,66.04000,1,Not Returned,Loyal,2024-08-14,0
ORD-102057,Northeast,Philadelphia,Fashion,Apple Pay,99.42000,1,Returned,New,2025-07-22,5
ORD-102058,South,Miami,Home,Paypal,67.21000,1,Not Returned,Returning,2025-05-25,0
ORD-102059,West,Phoenix,Fashion,Debit Card,22.80000,1,Not Returned,Returning,2024-09-17,0
ORD-102060,South,Miami,Fashion,Apple Pay,146.01000,2,Not Returned,Returning,2024-09-04,5
ORD-102061,West,Las Vegas,Toys,,15.29000,1,Not Returned,Returning,2025-08-11,10
ORD-102062,South,Nashville,Fashion,Paypal,62.04000,1,Not Returned,Returning,2025-04-07,5
ORD-102063,South,Dallas,Sports,,606.76000,4,Not Returned,New,2025-09-23,5
ORD-102064,Northeast,Newark,Sports,Apple Pay,91.30000,1,Not Returned,Returning,2025-01-21,
ORD-102065,Midwest,Minneapolis,Fashion,Paypal,428.93000,5,Exchange,Returning,2024-11-27,20
ORD-102066,Midwest,Minneapolis,Electronics,Paypal,248.68000,2,Not Returned,Returning,2025-09-12,0
ORD-102067,West,Los Angeles,Office Supplies,Credit Card,32.05000,1,Not Returned,Returning,2025-08-23,0
ORD-102068,West,,Office Supplies,Debit Card,103.38000,3,Not Returned,Loyal,2024-10-14,0
ORD-102069,Northeast,Buffalo,Beauty,Debit Card,32.35000,1,Not Returned,Returning,2024-10-18,10
ORD-102070,South,Atlanta,Fashion,Debit Card,163.43000,1,Not Returned,New,2025-04-15,10
ORD-102071,Northeast,Philadelphia,Office Supplies,Buy Now Pay Later,31.13000,1,Not Returned,New,2024-06-18,20
ORD-102072,Northeast,New York,Fashion,Apple Pay,115.07000,3,Returned,Returning,2025-04-14,0
ORD-102073,South,Miami,Fashion,Gift Card,59.52000,2,Not Returned,Returning,2025-03-22,15
ORD-102074,South,Charlotte,Home,Credit Card,246.37000,2,Not Returned,Returning,2024-12-15,25
ORD-102075,West,San Diego,Office Supplies,Buy Now Pay Later,57.01000,2,Not Returned,New,2025-04-02,
ORD-102076,West,Phoenix,Home,Credit Card,121.97000,2,Returned,Loyal,2024-06-20,10
ORD-102077,South,Nashville,Pet Supplies,Buy Now Pay Later,91.47000,2,Not Returned,Loyal,2025-04-22,5
ORD-102078,Northeast,Buffalo,Beauty,Debit Card,34.96000,1,Returned,New,2024-06-24,15
ORD-102079,Midwest,Detroit,Fashion,Paypal,162.69000,1,Not Returned,Returning,2025-07-04,15
ORD-102080,West,Phoenix,Fashion,Credit Card,92.29000,1,Not Returned,Returning,2024-01-05,20
ORD-102081,Northeast,Philadelphia,Sports,Credit Card,244.15000,2,Not Returned,Returning,2025-09-12,15
ORD-102082,South,Houston,Pet Supplies,Credit Card,200.77000,2,Not Returned,Returning,2024-04-15,5
ORD-102083,Northeast,New York,Beauty,Debit Card,51.66000,1,Not Returned,Returning,2025-07-29,0
ORD-102084,South,Houston,Electronics,Credit Card,225.44000,1,Not Returned,Loyal,2025-08-10,5
ORD-102085,West,Seattle,Home,Credit Card,329.22000,3,Not Returned,Returning,2025-07-03,0
ORD-102086,South,Miami,Pet Supplies,Debit Card,23.11000,1,,Loyal,2025-05-13,20
ORD-102087,West,San Francisco,Home,Debit Card,109.03000,1,Not Returned,Loyal,2024-09-04,0
ORD-102088,West,Las Vegas,Electronics,Credit Card,327.76000,2,Not Returned,New,2025-07-23,15
ORD-102089,Northeast,Buffalo,Fashion,Buy Now Pay Later,99.38000,3,Not Returned,Returning,2025-06-25,5
ORD-102090,West,San Francisco,Electronics,Credit Card,241.80000,1,Not Returned,Loyal,2025-04-23,
ORD-102091,West,Phoenix,Fashion,,211.61000,3,Not Returned,Returning,2025-06-21,0
ORD-102092,Northeast,New York,Sports,Debit Card,82.37000,2,Not Returned,Loyal,2024-01-12,10
ORD-102093,South,Atlanta,Electronics,Credit Card,83.54000,1,Not Returned,Loyal,2025-10-27,10
ORD-102094,West,Phoenix,Fashion,Credit Card,42.04000,1,Not Returned,New,2025-09-28,20
ORD-102095,West,San Francisco,Fashion,Paypal,75.34000,1,Not Returned,Loyal,2024-02-08,20
ORD-102096,South,Miami,Home,Paypal,322.29000,2,Not Returned,New,2025-07-03,15
ORD-102097,West,San Diego,Fashion,Credit Card,321.19000,5,Not Returned,Returning,2024-09-05,0
ORD-102098,South,Atlanta,Home,Credit Card,211.50000,3,Not Returned,Loyal,2024-11-09,
ORD-102099,West,San Francisco,Electronics,Credit Card,179.29000,1,Not Returned,Loyal,2025-03-13,10
ORD-102100,Northeast,Buffalo,Home,Debit Card,414.57000,3,Returned,Returning,2024-02-25,10
ORD-102101,South,Charlotte,Home,Paypal,220.60000,3,Not Returned,Returning,2025-05-08,15
ORD-102102,South,,Electronics,Debit Card,361.73000,2,Not Returned,New,2024-02-06,20
ORD-102103,Northeast,Pittsburgh,Pet Supplies,Debit Card,276.25000,5,Not Returned,Returning,2025-07-06,10
ORD-102104,South,Charlotte,Electronics,Paypal,95.79000,1,Not Returned,Returning,2025-10-24,0
ORD-102105,Northeast,,Electronics,Credit Card,338.61000,3,Not Returned,Loyal,2025-05-16,5
ORD-102106,South,Dallas,Home,Paypal,188.13000,2,Not Returned,Loyal,2025-05-18,10
ORD-102107,West,Phoenix,Electronics,Debit Card,204.06000,2,Not Returned,Returning,2025-03-13,20
ORD-102108,West,Las Vegas,Fashion,Paypal,58.50000,1,Returned,Returning,2024-07-17,5
ORD-102109,Northeast,Buffalo,Beauty,Paypal,24.80000,1,Not Returned,Returning,2024-12-08,10
ORD-102110,Northeast,Philadelphia,Fashion,Paypal,63.77000,2,Not Returned,New,2025-05-29,20
ORD-102111,South,Houston,Office Supplies,Debit Card,44.58000,2,Not Returned,Returning,2025-09-07,10
ORD-102112,Northeast,Pittsburgh,Electronics,Credit Card,142.52000,1,Not Returned,New,2024-10-02,10
ORD-102113,South,Dallas,Pet Supplies,Credit Card,180.21000,4,Not Returned,New,2025-08-11,15
ORD-102114,Midwest,,Electronics,Credit Card,133.24000,1,Returned,Returning,2025-06-05,15
ORD-102115,West,Phoenix,Home,Debit Card,312.02000,3,Not Returned,Returning,2025-11-17,5
ORD-102116,Midwest,Chicago,Electronics,Apple Pay,1037.34000,2,Returned,Returning,2025-12-21,20
ORD-102117,West,San Diego,Office Supplies,Paypal,38.21000,2,Returned,Returning,2024-08-23,0
ORD-102118,South,Atlanta,Toys,Credit Card,25.76000,1,Not Returned,Returning,2025-08-29,0
ORD-102119,West,Phoenix,Fashion,,85.36000,1,,Returning,2025-09-11,10
ORD-102120,South,Houston,Home,Apple Pay,171.36000,2,Not Returned,Loyal,2024-08-26,0
ORD-102121,West,Las Vegas,Sports,Buy Now Pay Later,136.00000,1,Not Returned,Returning,2025-02-20,5
ORD-102122,West,Seattle,Electronics,Credit Card,120.07000,1,Not Returned,New,2024-07-30,0
ORD-102123,South,Nashville,Pet Supplies,Paypal,69.54000,2,Not Returned,Returning,2024-10-18,0
ORD-102124,West,Seattle,Electronics,Credit Card,145.54000,1,Not Returned,Returning,2024-08-14,0
ORD-102125,West,San Diego,Home,Credit Card,96.31000,2,Exchange,Returning,2025-08-18,0
ORD-102126,South,Miami,Electronics,Paypal,257.29000,3,Not Returned,Loyal,2025-03-29,20
ORD-102127,South,Charlotte,Beauty,Credit Card,182.23000,2,Not Returned,Loyal,2025-06-25,5
ORD-102128,South,Miami,Sports,Paypal,219.55000,1,Not Returned,Returning,2025-08-19,10
ORD-102129,Midwest,Detroit,Home,Paypal,372.62000,5,Not Returned,Returning,2024-10-27,15
ORD-102130,West,Seattle,Fashion,Credit Card,296.18000,2,Not Returned,New,2025-11-25,20
ORD-102131,Midwest,Columbus,Home,Credit Card,71.60000,1,Not Returned,Returning,2025-09-21,0
ORD-102132,West,Phoenix,Home,Credit Card,191.75000,2,Exchange,New,2025-03-13,20
ORD-102133,South,Dallas,Home,Credit Card,228.86000,2,Not Returned,Returning,2024-05-18,15
ORD-102134,Midwest,Minneapolis,Toys,Credit Card,39.96000,1,Not Returned,Returning,2025-06-28,0
ORD-102135,Northeast,Boston,Fashion,Credit Card,171.16000,2,Not Returned,New,2024-06-25,
ORD-102136,West,Phoenix,Pet Supplies,Debit Card,187.62000,5,Not Returned,Returning,2024-01-12,5
ORD-102137,South,Charlotte,Beauty,Paypal,49.29000,1,Not Returned,Loyal,2024-06-29,10
ORD-102138,West,San Francisco,Home,Paypal,99.44000,1,Not Returned,Returning,2025-04-28,0
ORD-102139,South,Charlotte,Toys,Credit Card,44.15000,2,Not Returned,Returning,2024-09-10,0
ORD-102140,South,Dallas,Fashion,Paypal,83.24000,1,Returned,New,2025-01-21,5
ORD-102141,Northeast,Buffalo,Home,Debit Card,640.00000,5,Not Returned,Returning,2024-11-16,25
ORD-102142,Northeast,New York,Toys,Apple Pay,44.76000,1,Not Returned,Returning,2024-11-29,15
ORD-102143,South,Nashville,Pet Supplies,Credit Card,84.57000,2,Returned,New,2025-12-19,20
ORD-102144,West,Seattle,Beauty,Debit Card,29.25000,1,Not Returned,Returning,2025-04-26,5
ORD-102145,Northeast,Buffalo,Fashion,Buy Now Pay Later,265.92000,3,Not Returned,Returning,2024-10-29,10
ORD-102146,Northeast,Philadelphia,Fashion,Buy Now Pay Later,66.67000,1,Not Returned,Returning,2025-05-14,10
ORD-102147,West,San Francisco,Sports,Buy Now Pay Later,111.90000,1,Not Returned,Returning,2024-04-08,0
ORD-102148,West,Phoenix,Toys,Credit Card,230.83000,5,Not Returned,New,2024-10-17,0
ORD-102149,South,,Electronics,Paypal,79.80000,1,Not Returned,Loyal,2024-12-15,25
ORD-102150,West,Seattle,Pet Supplies,Debit Card,57.66000,1,Not Returned,New,2024-10-24,10
ORD-102151,South,Nashville,Fashion,Debit Card,71.56000,1,Not Returned,Loyal,2024-05-02,10
ORD-102152,West,Las Vegas,Home,Paypal,263.01000,2,Not Returned,New,2024-07-07,
ORD-102153,West,Los Angeles,Home,Apple Pay,117.62000,1,Not Returned,Returning,2025-10-27,0
ORD-102154,West,Phoenix,Fashion,Credit Card,61.49000,1,Exchange,Returning,2024-09-11,20
ORD-102155,West,San Francisco,Pet Supplies,Paypal,285.68000,3,Not Returned,New,2025-07-28,0
ORD-102156,West,Los Angeles,Home,Credit Card,716.53000,4,Not Returned,Loyal,2024-08-08,10
ORD-102157,West,San Diego,Sports,Debit Card,204.86000,4,Not Returned,Returning,2025-03-23,0
ORD-102158,West,San Francisco,Home,Gift Card,263.72000,4,Not Returned,Loyal,2025-01-07,0
ORD-102159,South,Houston,Fashion,Credit Card,58.39000,1,Not Returned,New,2025-07-26,0
ORD-102160,West,Las Vegas,Sports,Gift Card,339.81000,2,Not Returned,Returning,2024-12-11,20
ORD-102161,Northeast,Boston,Beauty,Credit Card,44.74000,1,Exchange,New,2025-10-28,5
ORD-102162,South,Miami,Beauty,Credit Card,63.38000,1,Not Returned,New,2024-05-29,0
ORD-102163,Northeast,Boston,Toys,Credit Card,157.01000,5,Not Returned,Returning,2025-09-03,15
ORD-102164,Northeast,New York,Fashion,Credit Card,70.20000,2,Not Returned,Returning,2024-03-19,5
ORD-102165,Midwest,Detroit,Home,Credit Card,98.69000,2,Not Returned,Loyal,2024-11-05,5
ORD-102166,Northeast,New York,Beauty,Credit Card,130.25000,5,Not Returned,New,2025-01-25,10
ORD-102167,Midwest,Detroit,Electronics,Debit Card,202.43000,2,Not Returned,New,2024-09-03,5
ORD-102168,West,San Francisco,Home,Buy Now Pay Later,90.64000,3,Not Returned,New,2024-10-11,10
ORD-102169,Midwest,St. Louis,Home,Gift Card,66.27000,1,Not Returned,Returning,2024-05-01,10
ORD-102170,Midwest,Columbus,Toys,Paypal,47.83000,1,Not Returned,Returning,2025-11-15,30
ORD-102171,Midwest,Indianapolis,Fashion,Buy Now Pay Later,95.44000,2,Not Returned,Returning,2024-01-10,0
ORD-102172,Midwest,Columbus,Home,Credit Card,150.08000,1,Not Returned,Returning,2025-09-10,5
ORD-102173,Northeast,Newark,Home,Credit Card,331.34000,1,Not Returned,Returning,2024-09-01,5
ORD-102174,Midwest,Columbus,Electronics,Debit Card,570.46000,3,Not Returned,Loyal,2025-03-29,0
ORD-102175,Northeast,,Sports,Credit Card,206.12000,1,Not Returned,Returning,2025-07-19,15
ORD-102176,Midwest,Indianapolis,Toys,Credit Card,70.72000,1,,New,2025-03-26,0
ORD-102177,Midwest,Columbus,Beauty,Debit Card,60.44000,2,Not Returned,Returning,2024-09-30,5
ORD-102178,Northeast,Boston,Toys,Gift Card,23.23000,1,Not Returned,Returning,2024-09-17,0
ORD-102179,Northeast,Philadelphia,Home,Paypal,62.79000,2,Not Returned,New,2024-10-28,5
ORD-102180,Midwest,Indianapolis,Home,Credit Card,130.76000,2,Returned,Loyal,2025-03-03,5
ORD-102181,Midwest,Columbus,Electronics,Paypal,422.09000,3,Not Returned,New,2024-04-23,5
ORD-102182,West,Las Vegas,Sports,Credit Card,30.41000,1,Not Returned,New,2024-07-13,20
ORD-102183,South,Nashville,Home,Credit Card,68.46000,2,Not Returned,New,2025-09-20,10
ORD-102184,Northeast,Philadelphia,Fashion,Debit Card,463.99000,5,Not Returned,Loyal,2025-07-02,10
ORD-102185,West,Los Angeles,Home,Credit Card,76.96000,1,Not Returned,Loyal,2024-06-01,5
ORD-102186,Midwest,Columbus,Electronics,Apple Pay,391.05000,4,Not Returned,Returning,2024-08-20,5
ORD-102187,South,Charlotte,Toys,Credit Card,99.05000,1,,Returning,2024-09-06,0
ORD-102188,West,Los Angeles,Beauty,Credit Card,58.94000,2,Not Returned,Returning,2025-11-08,25
ORD-102189,Midwest,Indianapolis,Electronics,Paypal,591.23000,3,Not Returned,Loyal,2025-07-12,5
ORD-102190,West,Seattle,Office Supplies,Credit Card,24.79000,1,Not Returned,New,2025-08-15,5
ORD-102191,Midwest,Indianapolis,Home,Paypal,44.94000,1,Not Returned,Returning,2024-07-12,0
ORD-102192,Midwest,Minneapolis,Office Supplies,Credit Card,15.51000,1,Not Returned,Returning,2024-12-17,10
ORD-102193,West,San Francisco,Fashion,Paypal,164.70000,2,Not Returned,Returning,2025-06-25,10
ORD-102194,South,Houston,Fashion,Debit Card,295.66000,4,Returned,Returning,2024-05-19,10
ORD-102195,West,Seattle,Pet Supplies,Buy Now Pay Later,44.23000,1,Returned,Loyal,2025-12-28,30
ORD-102196,Northeast,New York,Office Supplies,Apple Pay,34.13000,1,Not Returned,New,2024-10-02,0
ORD-102197,Northeast,New York,Electronics,Credit Card,106.10000,1,Not Returned,New,2024-04-10,5
ORD-102198,West,Phoenix,Home,Credit Card,299.50000,2,Not Returned,Returning,2025-07-05,5
ORD-102199,South,Atlanta,Office Supplies,Credit Card,29.24000,1,Not Returned,Returning,2025-12-18,20
ORD-102200,West,,Fashion,Credit Card,84.35000,1,Not Returned,Returning,2025-01-25,0
ORD-102201,South,Houston,Home,Paypal,200.95000,2,Not Returned,Returning,2025-09-11,0
ORD-102202,South,Charlotte,Electronics,Debit Card,239.48000,1,Not Returned,Returning,2024-03-02,5
ORD-102203,Midwest,Minneapolis,Sports,Credit Card,318.16000,2,Not Returned,Returning,2024-11-03,25
ORD-102204,South,Nashville,Fashion,Credit Card,51.96000,1,Returned,New,2024-01-11,5
ORD-102205,West,Seattle,Office Supplies,Credit Card,124.89000,2,Not Returned,Loyal,2024-07-12,5
ORD-102206,Northeast,Buffalo,Fashion,Gift Card,331.78000,5,Not Returned,Returning,2024-05-08,15
ORD-102207,South,Atlanta,Home,Buy Now Pay Later,39.08000,1,Not Returned,Returning,2025-05-05,15
ORD-102208,Midwest,St. Louis,Home,Gift Card,313.36000,2,Not Returned,New,2024-11-24,15
ORD-102209,Midwest,Chicago,Electronics,Credit Card,84.88000,1,Not Returned,Returning,2024-12-18,15
ORD-102210,Northeast,Newark,Home,Apple Pay,97.28000,1,Not Returned,Returning,2025-03-03,15
ORD-102211,West,Las Vegas,Home,,167.72000,1,Not Returned,Loyal,2024-06-21,0
ORD-102212,Midwest,Detroit,Sports,Credit Card,140.74000,2,Not Returned,Loyal,2025-03-05,20
ORD-102213,Northeast,New York,Home,Debit Card,311.58000,3,Exchange,New,2024-01-16,0
ORD-102214,Midwest,Chicago,Electronics,Debit Card,302.74000,1,Not Returned,Returning,2024-09-29,15
ORD-102215,Midwest,Minneapolis,Beauty,Credit Card,95.68000,3,Not Returned,New,2025-11-17,0
ORD-102216,West,Los Angeles,Electronics,Debit Card,708.27000,4,Not Returned,New,2025-05-16,0
ORD-102217,Northeast,Boston,Toys,Credit Card,32.14000,1,Not Returned,New,2024-03-06,0
ORD-102218,West,Seattle,Sports,Credit Card,236.41000,2,Not Returned,Returning,2024-03-09,0
ORD-102219,Midwest,Columbus,Fashion,Paypal,101.34000,2,Returned,Returning,2025-10-05,5
ORD-102220,South,Miami,Fashion,Apple Pay,595.78000,3,Not Returned,Loyal,2025-03-29,0
ORD-102221,West,San Francisco,Pet Supplies,,17.39000,1,Not Returned,Returning,2024-05-29,20
ORD-102222,Midwest,Minneapolis,Electronics,Credit Card,773.67000,3,Not Returned,Returning,2024-11-26,
ORD-102223,West,Seattle,Toys,Credit Card,38.75000,1,Not Returned,Returning,2025-11-02,20
ORD-102224,West,,Home,Credit Card,248.89000,2,Not Returned,Returning,2024-11-12,10
ORD-102225,Midwest,St. Louis,Fashion,Paypal,55.42000,1,Exchange,Returning,2024-06-24,0
ORD-102226,Midwest,Indianapolis,Toys,Credit Card,149.51000,3,Not Returned,Loyal,2025-08-15,10
ORD-102227,West,Los Angeles,Beauty,,19.07000,1,Not Returned,Returning,2024-01-09,20
ORD-102228,Midwest,Columbus,Beauty,Credit Card,110.48000,2,Exchange,Returning,2025-07-16,10
ORD-102229,Midwest,Indianapolis,Electronics,Credit Card,126.50000,1,Returned,New,2025-08-02,15
ORD-102230,Midwest,Columbus,Fashion,Buy Now Pay Later,106.63000,1,Not Returned,Returning,2025-11-12,25
ORD-102231,South,Atlanta,Fashion,Credit Card,123.18000,3,Not Returned,Returning,2024-05-05,0
ORD-102232,South,Atlanta,Sports,Apple Pay,43.99000,1,Not Returned,Returning,2025-11-06,10
ORD-102233,Northeast,Buffalo,Beauty,Credit Card,33.10000,1,Not Returned,Returning,2024-04-01,5
ORD-102234,Midwest,Detroit,Beauty,Debit Card,45.97000,2,Not Returned,New,2024-11-12,25
ORD-102235,Northeast,Pittsburgh,Fashion,Apple Pay,38.65000,1,Not Returned,Returning,2025-09-19,15
ORD-102236,West,San Diego,Beauty,Apple Pay,76.02000,2,Not Returned,Returning,2025-08-09,0
ORD-102237,South,Dallas,Fashion,Debit Card,517.75000,3,Not Returned,Returning,2025-07-02,15
ORD-102238,West,,Fashion,Gift Card,248.96000,3,Not Returned,Returning,2025-12-15,
ORD-102239,Midwest,Columbus,Electronics,Credit Card,370.35000,3,Not Returned,Returning,2025-03-11,10
ORD-102240,South,Miami,Fashion,Paypal,92.18000,1,Not Returned,New,2024-10-01,5
ORD-102241,Northeast,Philadelphia,Beauty,Debit Card,120.90000,2,Not Returned,New,2025-12-01,15
ORD-102242,West,San Diego,Toys,Paypal,73.13000,2,Not Returned,New,2025-10-11,10
ORD-102243,Midwest,Minneapolis,Home,Credit Card,58.61000,1,Not Returned,Returning,2025-01-25,
ORD-102244,Northeast,Philadelphia,Home,Credit Card,134.06000,2,Not Returned,Returning,2025-02-01,20
ORD-102245,Northeast,New York,Electronics,Debit Card,569.36000,5,Not Returned,Returning,2025-07-08,0
ORD-102246,West,Phoenix,Fashion,Debit Card,79.33000,1,Not Returned,Loyal,2025-09-20,20
ORD-102247,West,Seattle,Home,Debit Card,70.31000,1,Not Returned,Loyal,2024-11-06,
ORD-102248,Midwest,Detroit,Sports,Credit Card,107.96000,2,Not Returned,New,2024-10-09,15
ORD-102249,South,Nashville,Electronics,Buy Now Pay Later,245.06000,1,Not Returned,Loyal,2024-05-06,0
ORD-102250,Midwest,Chicago,Fashion,Paypal,204.29000,2,Not Returned,Returning,2025-02-02,10
ORD-102251,South,Atlanta,Electronics,Paypal,107.50000,1,Not Returned,Returning,2025-02-12,15
ORD-102252,Northeast,New York,Beauty,Credit Card,24.30000,1,Not Returned,Returning,2024-08-06,5
ORD-102253,South,Atlanta,Fashion,Credit Card,66.78000,1,Not Returned,Loyal,2024-09-18,5
ORD-102254,West,Las Vegas,Toys,Credit Card,26.81000,1,Not Returned,Returning,2024-05-07,15
ORD-102255,Northeast,New York,Pet Supplies,Paypal,70.44000,1,Not Returned,New,2025-10-02,5
ORD-102256,Midwest,St. Louis,Fashion,Debit Card,159.74000,3,Not Returned,Loyal,2024-06-02,5
ORD-102257,West,Phoenix,Pet Supplies,Paypal,38.23000,2,Not Returned,Returning,2025-11-19,10
ORD-102258,Northeast,New York,Pet Supplies,,98.52000,1,Not Returned,Returning,2024-11-03,20
ORD-102259,South,Atlanta,Beauty,Credit Card,98.79000,2,Not Returned,New,2025-06-02,0
ORD-102260,Northeast,Newark,Fashion,Credit Card,109.29000,3,Not Returned,Returning,2025-04-01,15
ORD-102261,West,San Francisco,Toys,Paypal,65.13000,2,Not Returned,Loyal,2024-07-25,15
ORD-102262,South,Atlanta,Pet Supplies,Buy Now Pay Later,72.65000,1,Not Returned,New,2024-10-29,10
ORD-102263,Midwest,Indianapolis,Office Supplies,Credit Card,28.52000,1,Not Returned,Returning,2025-02-22,10
ORD-102264,Northeast,Boston,Office Supplies,Credit Card,96.30000,4,Not Returned,New,2025-01-07,15
ORD-102265,Northeast,Pittsburgh,Electronics,Credit Card,207.54000,1,Not Returned,Loyal,2025-08-21,0
ORD-102266,Northeast,Buffalo,Beauty,Buy Now Pay Later,87.37000,3,Not Returned,New,2025-09-21,5
ORD-102267,South,Atlanta,Sports,Buy Now Pay Later,112.95000,3,Not Returned,Loyal,2024-08-19,15
ORD-102268,South,Charlotte,Fashion,Credit Card,74.86000,1,Not Returned,Returning,2025-07-26,5
ORD-102269,West,Seattle,Electronics,Paypal,314.18000,3,Not Returned,Returning,2024-01-24,15
ORD-102270,West,San Diego,Home,Apple Pay,62.90000,1,Not Returned,Returning,2025-07-05,5
ORD-102271,South,Atlanta,Office Supplies,Apple Pay,38.57000,2,Returned,Returning,2024-09-28,0
ORD-102272,South,Nashville,Home,Paypal,84.61000,1,Returned,New,2025-10-13,0
ORD-102273,Midwest,Indianapolis,Sports,Credit Card,241.13000,1,Not Returned,Loyal,2024-06-04,10
ORD-102274,West,Seattle,Sports,Debit Card,102.52000,1,Not Returned,Returning,2024-12-11,30
ORD-102275,West,Las Vegas,Home,Gift Card,180.96000,1,Not Returned,Returning,2025-05-19,0
ORD-102276,Northeast,Pittsburgh,Sports,Buy Now Pay Later,201.05000,2,Not Returned,Returning,2025-03-01,15
ORD-102277,Northeast,Pittsburgh,Electronics,Credit Card,635.56000,5,Not Returned,Returning,2024-06-22,0
ORD-102278,South,Houston,Electronics,Debit Card,225.98000,1,Not Returned,Returning,2024-10-29,5
ORD-102279,South,Nashville,Toys,Debit Card,96.19000,2,Returned,New,2024-12-11,15
ORD-102280,Northeast,Buffalo,Beauty,Debit Card,19.91000,1,Not Returned,Returning,2025-01-11,10
ORD-102281,Northeast,Buffalo,Sports,Debit Card,94.82000,1,Not Returned,New,2024-10-09,
ORD-102282,South,Atlanta,Electronics,Credit Card,276.72000,4,Returned,Returning,2024-03-27,5
ORD-102283,West,San Francisco,Toys,Credit Card,24.29000,1,Returned,New,2024-06-18,10
ORD-102284,Northeast,Boston,Toys,Credit Card,34.69000,1,Returned,Returning,2025-05-15,10
ORD-102285,Midwest,Minneapolis,Pet Supplies,,72.46000,1,Not Returned,New,2024-07-18,15
ORD-102286,Northeast,Philadelphia,Fashion,Gift Card,133.18000,1,Not Returned,Loyal,2025-01-30,0
ORD-102287,West,Las Vegas,Sports,Buy Now Pay Later,78.08000,2,Not Returned,New,2025-12-20,30
ORD-102288,West,Los Angeles,Electronics,Debit Card,153.30000,1,Not Returned,Loyal,2024-11-01,25
ORD-102289,West,Seattle,Sports,Credit Card,51.93000,1,Not Returned,Returning,2024-09-29,10
ORD-102290,South,Dallas,Electronics,Apple Pay,767.04000,4,Not Returned,Loyal,2024-12-01,25
ORD-102291,Midwest,Columbus,Beauty,Debit Card,30.75000,3,Not Returned,Returning,2025-08-15,10
ORD-102292,West,Los Angeles,Office Supplies,Paypal,23.68000,1,Not Returned,New,2025-09-23,5
ORD-102293,Northeast,New York,Sports,Debit Card,71.67000,1,Not Returned,Returning,2025-01-27,10
ORD-102294,West,San Francisco,Home,Credit Card,117.50000,2,Not Returned,New,2024-08-27,5
ORD-102295,Midwest,St. Louis,Electronics,Credit Card,306.56000,2,Not Returned,Returning,2025-03-17,5
ORD-102296,Northeast,Pittsburgh,Fashion,Paypal,89.80000,1,Not Returned,New,2024-06-27,15
ORD-102297,Midwest,Indianapolis,Pet Supplies,Buy Now Pay Later,50.77000,1,Not Returned,New,2025-03-28,10
ORD-102298,South,Atlanta,Fashion,Debit Card,141.25000,2,Returned,Returning,2024-05-14,20
ORD-102299,South,Atlanta,Home,Apple Pay,75.14000,1,Not Returned,Loyal,2024-04-07,10
